ID;status;uczen;lekcja
0002999;nieobecny;148;000101
0003000;spozniony;149;000101
0003001;obecny;171;000101
0003002;spozniony;181;000101
0003003;nieobecny;245;000101
0003004;spozniony;247;000101
0003005;spozniony;258;000101
0003006;spozniony;303;000101
0003007;nieobecny;320;000101
0003008;obecny;323;000101
0003009;obecny;345;000101
0003010;spozniony;356;000101
0003011;nieobecny;357;000101
0003012;spozniony;409;000101
0003013;obecny;417;000101
0003014;nieobecny;418;000101
0003015;spozniony;422;000101
0003016;nieobecny;436;000101
0003017;nieobecny;010;000102
0003018;spozniony;013;000102
0003019;nieobecny;014;000102
0003020;spozniony;052;000102
0003021;spozniony;111;000102
0003022;nieobecny;127;000102
0003023;spozniony;144;000102
0003024;spozniony;147;000102
0003025;obecny;168;000102
0003026;obecny;202;000102
0003027;obecny;246;000102
0003028;spozniony;273;000102
0003029;nieobecny;275;000102
0003030;spozniony;277;000102
0003031;nieobecny;342;000102
0003032;obecny;354;000102
0003033;spozniony;358;000102
0003034;nieobecny;372;000102
0003035;nieobecny;374;000102
0003036;obecny;379;000102
0003037;nieobecny;446;000102
0003038;spozniony;450;000102
0003039;spozniony;471;000102
0003040;nieobecny;472;000102
0003041;spozniony;478;000102
0003042;obecny;042;000103
0003043;spozniony;046;000103
0003044;spozniony;060;000103
0003045;spozniony;078;000103
0003046;nieobecny;116;000103
0003047;spozniony;141;000103
0003048;spozniony;143;000103
0003049;spozniony;157;000103
0003050;nieobecny;160;000103
0003051;nieobecny;186;000103
0003052;nieobecny;188;000103
0003053;spozniony;197;000103
0003054;nieobecny;206;000103
0003055;obecny;211;000103
0003056;spozniony;213;000103
0003057;spozniony;241;000103
0003058;obecny;255;000103
0003059;nieobecny;259;000103
0003060;spozniony;264;000103
0003061;obecny;270;000103
0003062;obecny;284;000103
0003063;nieobecny;287;000103
0003064;obecny;293;000103
0003065;obecny;311;000103
0003066;obecny;324;000103
0003067;nieobecny;329;000103
0003068;nieobecny;394;000103
0003069;nieobecny;398;000103
0003070;nieobecny;399;000103
0003071;spozniony;427;000103
0003072;obecny;433;000103
0003073;obecny;454;000103
0003074;nieobecny;462;000103
0003075;obecny;039;000104
0003076;spozniony;040;000104
0003077;obecny;054;000104
0003078;nieobecny;055;000104
0003079;obecny;067;000104
0003080;spozniony;083;000104
0003081;nieobecny;101;000104
0003082;nieobecny;106;000104
0003083;spozniony;145;000104
0003084;obecny;155;000104
0003085;nieobecny;156;000104
0003086;obecny;200;000104
0003087;obecny;207;000104
0003088;nieobecny;256;000104
0003089;spozniony;267;000104
0003090;obecny;288;000104
0003091;spozniony;295;000104
0003092;spozniony;364;000104
0003093;obecny;382;000104
0003094;nieobecny;392;000104
0003095;nieobecny;429;000104
0003096;spozniony;430;000104
0003097;spozniony;448;000104
0003098;spozniony;475;000104
0003099;obecny;027;000105
0003100;obecny;047;000105
0003101;spozniony;091;000105
0003102;spozniony;107;000105
0003103;nieobecny;109;000105
0003104;obecny;123;000105
0003105;spozniony;182;000105
0003106;spozniony;220;000105
0003107;spozniony;252;000105
0003108;nieobecny;276;000105
0003109;obecny;292;000105
0003110;obecny;305;000105
0003111;obecny;306;000105
0003112;obecny;344;000105
0003113;spozniony;346;000105
0003114;obecny;361;000105
0003115;nieobecny;362;000105
0003116;obecny;376;000105
0003117;obecny;381;000105
0003118;obecny;386;000105
0003119;obecny;452;000105
0003120;nieobecny;027;000106
0003121;spozniony;047;000106
0003122;nieobecny;091;000106
0003123;spozniony;107;000106
0003124;obecny;109;000106
0003125;spozniony;123;000106
0003126;obecny;182;000106
0003127;spozniony;220;000106
0003128;obecny;252;000106
0003129;spozniony;276;000106
0003130;spozniony;292;000106
0003131;spozniony;305;000106
0003132;obecny;306;000106
0003133;obecny;344;000106
0003134;spozniony;346;000106
0003135;spozniony;361;000106
0003136;nieobecny;362;000106
0003137;spozniony;376;000106
0003138;nieobecny;381;000106
0003139;spozniony;386;000106
0003140;spozniony;452;000106
0003141;spozniony;003;000107
0003142;obecny;007;000107
0003143;nieobecny;021;000107
0003144;nieobecny;028;000107
0003145;obecny;030;000107
0003146;obecny;048;000107
0003147;nieobecny;051;000107
0003148;obecny;058;000107
0003149;spozniony;065;000107
0003150;obecny;075;000107
0003151;nieobecny;079;000107
0003152;spozniony;102;000107
0003153;obecny;140;000107
0003154;nieobecny;150;000107
0003155;spozniony;152;000107
0003156;nieobecny;169;000107
0003157;nieobecny;184;000107
0003158;spozniony;185;000107
0003159;nieobecny;192;000107
0003160;nieobecny;230;000107
0003161;nieobecny;234;000107
0003162;obecny;236;000107
0003163;spozniony;251;000107
0003164;spozniony;269;000107
0003165;spozniony;301;000107
0003166;spozniony;330;000107
0003167;nieobecny;341;000107
0003168;nieobecny;365;000107
0003169;spozniony;391;000107
0003170;nieobecny;402;000107
0003171;spozniony;434;000107
0003172;obecny;437;000107
0003173;nieobecny;439;000107
0003174;spozniony;447;000107
0003175;obecny;456;000107
0003176;nieobecny;479;000107
0003177;spozniony;009;000108
0003178;obecny;025;000108
0003179;spozniony;057;000108
0003180;obecny;071;000108
0003181;nieobecny;073;000108
0003182;nieobecny;084;000108
0003183;obecny;094;000108
0003184;obecny;097;000108
0003185;nieobecny;103;000108
0003186;spozniony;124;000108
0003187;nieobecny;135;000108
0003188;spozniony;139;000108
0003189;spozniony;166;000108
0003190;spozniony;173;000108
0003191;nieobecny;196;000108
0003192;spozniony;216;000108
0003193;spozniony;254;000108
0003194;nieobecny;282;000108
0003195;nieobecny;291;000108
0003196;spozniony;331;000108
0003197;nieobecny;338;000108
0003198;nieobecny;367;000108
0003199;spozniony;368;000108
0003200;spozniony;373;000108
0003201;spozniony;387;000108
0003202;nieobecny;416;000108
0003203;obecny;438;000108
0003204;spozniony;440;000108
0003205;spozniony;453;000108
0003206;nieobecny;465;000108
0003207;spozniony;469;000108
0003208;spozniony;026;000109
0003209;spozniony;036;000109
0003210;spozniony;070;000109
0003211;obecny;082;000109
0003212;nieobecny;099;000109
0003213;obecny;105;000109
0003214;spozniony;108;000109
0003215;obecny;119;000109
0003216;nieobecny;136;000109
0003217;spozniony;138;000109
0003218;obecny;198;000109
0003219;obecny;214;000109
0003220;nieobecny;231;000109
0003221;nieobecny;233;000109
0003222;nieobecny;240;000109
0003223;obecny;243;000109
0003224;nieobecny;250;000109
0003225;spozniony;268;000109
0003226;nieobecny;280;000109
0003227;obecny;309;000109
0003228;spozniony;316;000109
0003229;nieobecny;336;000109
0003230;obecny;359;000109
0003231;nieobecny;408;000109
0003232;obecny;411;000109
0003233;spozniony;413;000109
0003234;nieobecny;457;000109
0003235;nieobecny;006;000110
0003236;obecny;015;000110
0003237;nieobecny;016;000110
0003238;nieobecny;024;000110
0003239;spozniony;031;000110
0003240;obecny;049;000110
0003241;obecny;068;000110
0003242;spozniony;088;000110
0003243;obecny;089;000110
0003244;obecny;110;000110
0003245;nieobecny;142;000110
0003246;spozniony;165;000110
0003247;spozniony;174;000110
0003248;obecny;178;000110
0003249;spozniony;201;000110
0003250;obecny;223;000110
0003251;nieobecny;235;000110
0003252;spozniony;237;000110
0003253;obecny;253;000110
0003254;spozniony;272;000110
0003255;obecny;281;000110
0003256;nieobecny;286;000110
0003257;spozniony;327;000110
0003258;nieobecny;352;000110
0003259;spozniony;371;000110
0003260;nieobecny;401;000110
0003261;obecny;410;000110
0003262;nieobecny;414;000110
0003263;obecny;455;000110
0003264;obecny;459;000110
0003265;nieobecny;468;000110
0003266;spozniony;005;000111
0003267;nieobecny;033;000111
0003268;obecny;074;000111
0003269;nieobecny;080;000111
0003270;nieobecny;129;000111
0003271;nieobecny;153;000111
0003272;nieobecny;172;000111
0003273;obecny;179;000111
0003274;spozniony;208;000111
0003275;obecny;285;000111
0003276;nieobecny;290;000111
0003277;obecny;294;000111
0003278;spozniony;343;000111
0003279;nieobecny;351;000111
0003280;obecny;375;000111
0003281;spozniony;389;000111
0003282;obecny;397;000111
0003283;nieobecny;420;000111
0003284;nieobecny;443;000111
0003285;obecny;006;000112
0003286;nieobecny;015;000112
0003287;obecny;016;000112
0003288;nieobecny;024;000112
0003289;nieobecny;031;000112
0003290;obecny;049;000112
0003291;nieobecny;068;000112
0003292;obecny;088;000112
0003293;obecny;089;000112
0003294;spozniony;110;000112
0003295;obecny;142;000112
0003296;obecny;165;000112
0003297;spozniony;174;000112
0003298;spozniony;178;000112
0003299;nieobecny;201;000112
0003300;spozniony;223;000112
0003301;spozniony;235;000112
0003302;spozniony;237;000112
0003303;obecny;253;000112
0003304;obecny;272;000112
0003305;spozniony;281;000112
0003306;obecny;286;000112
0003307;obecny;327;000112
0003308;spozniony;352;000112
0003309;obecny;371;000112
0003310;nieobecny;401;000112
0003311;spozniony;410;000112
0003312;obecny;414;000112
0003313;nieobecny;455;000112
0003314;spozniony;459;000112
0003315;obecny;468;000112
0003316;spozniony;002;000113
0003317;nieobecny;008;000113
0003318;nieobecny;018;000113
0003319;spozniony;022;000113
0003320;nieobecny;034;000113
0003321;obecny;044;000113
0003322;spozniony;050;000113
0003323;spozniony;069;000113
0003324;obecny;081;000113
0003325;nieobecny;113;000113
0003326;nieobecny;118;000113
0003327;obecny;125;000113
0003328;nieobecny;126;000113
0003329;obecny;128;000113
0003330;nieobecny;131;000113
0003331;nieobecny;133;000113
0003332;obecny;189;000113
0003333;spozniony;204;000113
0003334;nieobecny;224;000113
0003335;nieobecny;227;000113
0003336;nieobecny;257;000113
0003337;obecny;260;000113
0003338;nieobecny;298;000113
0003339;obecny;310;000113
0003340;nieobecny;321;000113
0003341;obecny;380;000113
0003342;spozniony;385;000113
0003343;spozniony;396;000113
0003344;obecny;419;000113
0003345;spozniony;423;000113
0003346;obecny;464;000113
0003347;obecny;477;000113
0003348;obecny;011;000114
0003349;spozniony;017;000114
0003350;spozniony;020;000114
0003351;spozniony;037;000114
0003352;spozniony;038;000114
0003353;obecny;043;000114
0003354;obecny;077;000114
0003355;nieobecny;086;000114
0003356;spozniony;087;000114
0003357;spozniony;112;000114
0003358;obecny;134;000114
0003359;nieobecny;146;000114
0003360;obecny;158;000114
0003361;nieobecny;161;000114
0003362;obecny;167;000114
0003363;spozniony;170;000114
0003364;nieobecny;176;000114
0003365;spozniony;183;000114
0003366;obecny;228;000114
0003367;nieobecny;244;000114
0003368;nieobecny;266;000114
0003369;spozniony;274;000114
0003370;obecny;297;000114
0003371;nieobecny;302;000114
0003372;obecny;304;000114
0003373;obecny;322;000114
0003374;nieobecny;340;000114
0003375;nieobecny;347;000114
0003376;spozniony;349;000114
0003377;spozniony;350;000114
0003378;obecny;360;000114
0003379;spozniony;369;000114
0003380;spozniony;384;000114
0003381;obecny;412;000114
0003382;obecny;425;000114
0003383;nieobecny;428;000114
0003384;nieobecny;432;000114
0003385;nieobecny;435;000114
0003386;spozniony;445;000114
0003387;obecny;467;000114
0003388;obecny;473;000114
0003389;obecny;002;000115
0003390;nieobecny;008;000115
0003391;obecny;018;000115
0003392;obecny;022;000115
0003393;nieobecny;034;000115
0003394;obecny;044;000115
0003395;obecny;050;000115
0003396;obecny;069;000115
0003397;nieobecny;081;000115
0003398;obecny;113;000115
0003399;nieobecny;118;000115
0003400;obecny;125;000115
0003401;obecny;126;000115
0003402;nieobecny;128;000115
0003403;obecny;131;000115
0003404;spozniony;133;000115
0003405;obecny;189;000115
0003406;spozniony;204;000115
0003407;obecny;224;000115
0003408;spozniony;227;000115
0003409;spozniony;257;000115
0003410;nieobecny;260;000115
0003411;spozniony;298;000115
0003412;nieobecny;310;000115
0003413;nieobecny;321;000115
0003414;obecny;380;000115
0003415;spozniony;385;000115
0003416;obecny;396;000115
0003417;spozniony;419;000115
0003418;nieobecny;423;000115
0003419;spozniony;464;000115
0003420;spozniony;477;000115
0003421;obecny;026;000116
0003422;obecny;036;000116
0003423;obecny;070;000116
0003424;spozniony;082;000116
0003425;spozniony;099;000116
0003426;nieobecny;105;000116
0003427;obecny;108;000116
0003428;nieobecny;119;000116
0003429;obecny;136;000116
0003430;spozniony;138;000116
0003431;nieobecny;198;000116
0003432;nieobecny;214;000116
0003433;nieobecny;231;000116
0003434;spozniony;233;000116
0003435;nieobecny;240;000116
0003436;spozniony;243;000116
0003437;spozniony;250;000116
0003438;obecny;268;000116
0003439;spozniony;280;000116
0003440;spozniony;309;000116
0003441;obecny;316;000116
0003442;obecny;336;000116
0003443;spozniony;359;000116
0003444;obecny;408;000116
0003445;nieobecny;411;000116
0003446;nieobecny;413;000116
0003447;obecny;457;000116
0003448;obecny;042;000117
0003449;obecny;046;000117
0003450;nieobecny;060;000117
0003451;nieobecny;078;000117
0003452;obecny;116;000117
0003453;nieobecny;141;000117
0003454;obecny;143;000117
0003455;obecny;157;000117
0003456;spozniony;160;000117
0003457;nieobecny;186;000117
0003458;nieobecny;188;000117
0003459;spozniony;197;000117
0003460;spozniony;206;000117
0003461;nieobecny;211;000117
0003462;nieobecny;213;000117
0003463;nieobecny;241;000117
0003464;obecny;255;000117
0003465;spozniony;259;000117
0003466;obecny;264;000117
0003467;obecny;270;000117
0003468;nieobecny;284;000117
0003469;nieobecny;287;000117
0003470;nieobecny;293;000117
0003471;spozniony;311;000117
0003472;nieobecny;324;000117
0003473;spozniony;329;000117
0003474;nieobecny;394;000117
0003475;nieobecny;398;000117
0003476;nieobecny;399;000117
0003477;nieobecny;427;000117
0003478;obecny;433;000117
0003479;obecny;454;000117
0003480;obecny;462;000117
0003481;obecny;039;000118
0003482;obecny;040;000118
0003483;spozniony;054;000118
0003484;obecny;055;000118
0003485;nieobecny;067;000118
0003486;spozniony;083;000118
0003487;nieobecny;101;000118
0003488;nieobecny;106;000118
0003489;nieobecny;145;000118
0003490;spozniony;155;000118
0003491;nieobecny;156;000118
0003492;obecny;200;000118
0003493;nieobecny;207;000118
0003494;spozniony;256;000118
0003495;spozniony;267;000118
0003496;obecny;288;000118
0003497;obecny;295;000118
0003498;spozniony;364;000118
0003499;spozniony;382;000118
0003500;obecny;392;000118
0003501;obecny;429;000118
0003502;spozniony;430;000118
0003503;spozniony;448;000118
0003504;nieobecny;475;000118
0003505;spozniony;009;000119
0003506;nieobecny;025;000119
0003507;spozniony;057;000119
0003508;nieobecny;071;000119
0003509;nieobecny;073;000119
0003510;obecny;084;000119
0003511;obecny;094;000119
0003512;nieobecny;097;000119
0003513;spozniony;103;000119
0003514;obecny;124;000119
0003515;nieobecny;135;000119
0003516;nieobecny;139;000119
0003517;nieobecny;166;000119
0003518;obecny;173;000119
0003519;obecny;196;000119
0003520;obecny;216;000119
0003521;obecny;254;000119
0003522;obecny;282;000119
0003523;obecny;291;000119
0003524;nieobecny;331;000119
0003525;obecny;338;000119
0003526;nieobecny;367;000119
0003527;spozniony;368;000119
0003528;spozniony;373;000119
0003529;nieobecny;387;000119
0003530;nieobecny;416;000119
0003531;spozniony;438;000119
0003532;obecny;440;000119
0003533;nieobecny;453;000119
0003534;spozniony;465;000119
0003535;nieobecny;469;000119
0003536;spozniony;004;000120
0003537;nieobecny;029;000120
0003538;nieobecny;066;000120
0003539;obecny;085;000120
0003540;obecny;117;000120
0003541;nieobecny;121;000120
0003542;obecny;122;000120
0003543;nieobecny;154;000120
0003544;nieobecny;164;000120
0003545;obecny;177;000120
0003546;nieobecny;180;000120
0003547;obecny;195;000120
0003548;nieobecny;199;000120
0003549;nieobecny;205;000120
0003550;obecny;209;000120
0003551;nieobecny;210;000120
0003552;spozniony;218;000120
0003553;nieobecny;221;000120
0003554;obecny;289;000120
0003555;obecny;296;000120
0003556;spozniony;313;000120
0003557;spozniony;314;000120
0003558;obecny;366;000120
0003559;nieobecny;395;000120
0003560;nieobecny;403;000120
0003561;spozniony;405;000120
0003562;obecny;415;000120
0003563;obecny;424;000120
0003564;obecny;426;000120
0003565;obecny;441;000120
0003566;obecny;444;000120
0003567;obecny;460;000120
0003568;spozniony;466;000120
0003569;nieobecny;470;000120
0003570;spozniony;042;000121
0003571;spozniony;046;000121
0003572;nieobecny;060;000121
0003573;nieobecny;078;000121
0003574;nieobecny;116;000121
0003575;nieobecny;141;000121
0003576;nieobecny;143;000121
0003577;nieobecny;157;000121
0003578;spozniony;160;000121
0003579;obecny;186;000121
0003580;nieobecny;188;000121
0003581;obecny;197;000121
0003582;obecny;206;000121
0003583;obecny;211;000121
0003584;nieobecny;213;000121
0003585;nieobecny;241;000121
0003586;nieobecny;255;000121
0003587;nieobecny;259;000121
0003588;spozniony;264;000121
0003589;obecny;270;000121
0003590;nieobecny;284;000121
0003591;obecny;287;000121
0003592;obecny;293;000121
0003593;obecny;311;000121
0003594;spozniony;324;000121
0003595;obecny;329;000121
0003596;nieobecny;394;000121
0003597;obecny;398;000121
0003598;spozniony;399;000121
0003599;obecny;427;000121
0003600;spozniony;433;000121
0003601;nieobecny;454;000121
0003602;obecny;462;000121
0003603;nieobecny;002;000122
0003604;spozniony;008;000122
0003605;spozniony;018;000122
0003606;spozniony;022;000122
0003607;nieobecny;034;000122
0003608;spozniony;044;000122
0003609;spozniony;050;000122
0003610;spozniony;069;000122
0003611;nieobecny;081;000122
0003612;obecny;113;000122
0003613;spozniony;118;000122
0003614;obecny;125;000122
0003615;nieobecny;126;000122
0003616;nieobecny;128;000122
0003617;obecny;131;000122
0003618;obecny;133;000122
0003619;nieobecny;189;000122
0003620;spozniony;204;000122
0003621;obecny;224;000122
0003622;obecny;227;000122
0003623;obecny;257;000122
0003624;spozniony;260;000122
0003625;nieobecny;298;000122
0003626;spozniony;310;000122
0003627;spozniony;321;000122
0003628;obecny;380;000122
0003629;spozniony;385;000122
0003630;obecny;396;000122
0003631;obecny;419;000122
0003632;obecny;423;000122
0003633;spozniony;464;000122
0003634;obecny;477;000122
0003635;obecny;009;000123
0003636;obecny;025;000123
0003637;obecny;057;000123
0003638;spozniony;071;000123
0003639;nieobecny;073;000123
0003640;obecny;084;000123
0003641;obecny;094;000123
0003642;obecny;097;000123
0003643;nieobecny;103;000123
0003644;spozniony;124;000123
0003645;obecny;135;000123
0003646;nieobecny;139;000123
0003647;obecny;166;000123
0003648;obecny;173;000123
0003649;spozniony;196;000123
0003650;nieobecny;216;000123
0003651;nieobecny;254;000123
0003652;spozniony;282;000123
0003653;nieobecny;291;000123
0003654;spozniony;331;000123
0003655;spozniony;338;000123
0003656;nieobecny;367;000123
0003657;obecny;368;000123
0003658;nieobecny;373;000123
0003659;spozniony;387;000123
0003660;nieobecny;416;000123
0003661;obecny;438;000123
0003662;obecny;440;000123
0003663;obecny;453;000123
0003664;nieobecny;465;000123
0003665;spozniony;469;000123
0003666;obecny;004;000124
0003667;obecny;029;000124
0003668;spozniony;066;000124
0003669;nieobecny;085;000124
0003670;obecny;117;000124
0003671;obecny;121;000124
0003672;nieobecny;122;000124
0003673;nieobecny;154;000124
0003674;nieobecny;164;000124
0003675;nieobecny;177;000124
0003676;spozniony;180;000124
0003677;obecny;195;000124
0003678;spozniony;199;000124
0003679;obecny;205;000124
0003680;obecny;209;000124
0003681;spozniony;210;000124
0003682;spozniony;218;000124
0003683;nieobecny;221;000124
0003684;nieobecny;289;000124
0003685;nieobecny;296;000124
0003686;spozniony;313;000124
0003687;obecny;314;000124
0003688;spozniony;366;000124
0003689;spozniony;395;000124
0003690;obecny;403;000124
0003691;spozniony;405;000124
0003692;spozniony;415;000124
0003693;obecny;424;000124
0003694;obecny;426;000124
0003695;spozniony;441;000124
0003696;spozniony;444;000124
0003697;spozniony;460;000124
0003698;obecny;466;000124
0003699;obecny;470;000124
0003700;spozniony;039;000125
0003701;nieobecny;040;000125
0003702;obecny;054;000125
0003703;spozniony;055;000125
0003704;spozniony;067;000125
0003705;obecny;083;000125
0003706;obecny;101;000125
0003707;obecny;106;000125
0003708;spozniony;145;000125
0003709;spozniony;155;000125
0003710;spozniony;156;000125
0003711;nieobecny;200;000125
0003712;obecny;207;000125
0003713;nieobecny;256;000125
0003714;obecny;267;000125
0003715;obecny;288;000125
0003716;spozniony;295;000125
0003717;obecny;364;000125
0003718;obecny;382;000125
0003719;spozniony;392;000125
0003720;nieobecny;429;000125
0003721;nieobecny;430;000125
0003722;obecny;448;000125
0003723;nieobecny;475;000125
0003724;nieobecny;006;000126
0003725;spozniony;015;000126
0003726;nieobecny;016;000126
0003727;obecny;024;000126
0003728;obecny;031;000126
0003729;obecny;049;000126
0003730;spozniony;068;000126
0003731;nieobecny;088;000126
0003732;obecny;089;000126
0003733;nieobecny;110;000126
0003734;obecny;142;000126
0003735;spozniony;165;000126
0003736;spozniony;174;000126
0003737;nieobecny;178;000126
0003738;nieobecny;201;000126
0003739;spozniony;223;000126
0003740;obecny;235;000126
0003741;spozniony;237;000126
0003742;obecny;253;000126
0003743;nieobecny;272;000126
0003744;spozniony;281;000126
0003745;obecny;286;000126
0003746;nieobecny;327;000126
0003747;obecny;352;000126
0003748;spozniony;371;000126
0003749;spozniony;401;000126
0003750;nieobecny;410;000126
0003751;spozniony;414;000126
0003752;spozniony;455;000126
0003753;spozniony;459;000126
0003754;nieobecny;468;000126
0003755;obecny;042;000127
0003756;obecny;046;000127
0003757;nieobecny;060;000127
0003758;obecny;078;000127
0003759;obecny;116;000127
0003760;nieobecny;141;000127
0003761;spozniony;143;000127
0003762;nieobecny;157;000127
0003763;nieobecny;160;000127
0003764;spozniony;186;000127
0003765;nieobecny;188;000127
0003766;nieobecny;197;000127
0003767;obecny;206;000127
0003768;nieobecny;211;000127
0003769;nieobecny;213;000127
0003770;spozniony;241;000127
0003771;obecny;255;000127
0003772;obecny;259;000127
0003773;spozniony;264;000127
0003774;obecny;270;000127
0003775;obecny;284;000127
0003776;obecny;287;000127
0003777;spozniony;293;000127
0003778;nieobecny;311;000127
0003779;nieobecny;324;000127
0003780;obecny;329;000127
0003781;nieobecny;394;000127
0003782;nieobecny;398;000127
0003783;nieobecny;399;000127
0003784;obecny;427;000127
0003785;nieobecny;433;000127
0003786;spozniony;454;000127
0003787;spozniony;462;000127
0003788;nieobecny;005;000128
0003789;nieobecny;033;000128
0003790;obecny;074;000128
0003791;spozniony;080;000128
0003792;obecny;129;000128
0003793;obecny;153;000128
0003794;nieobecny;172;000128
0003795;nieobecny;179;000128
0003796;spozniony;208;000128
0003797;spozniony;285;000128
0003798;obecny;290;000128
0003799;nieobecny;294;000128
0003800;spozniony;343;000128
0003801;spozniony;351;000128
0003802;spozniony;375;000128
0003803;obecny;389;000128
0003804;spozniony;397;000128
0003805;spozniony;420;000128
0003806;spozniony;443;000128
0003807;nieobecny;006;000129
0003808;nieobecny;015;000129
0003809;obecny;016;000129
0003810;obecny;024;000129
0003811;nieobecny;031;000129
0003812;obecny;049;000129
0003813;spozniony;068;000129
0003814;spozniony;088;000129
0003815;spozniony;089;000129
0003816;obecny;110;000129
0003817;obecny;142;000129
0003818;obecny;165;000129
0003819;nieobecny;174;000129
0003820;nieobecny;178;000129
0003821;nieobecny;201;000129
0003822;nieobecny;223;000129
0003823;nieobecny;235;000129
0003824;nieobecny;237;000129
0003825;spozniony;253;000129
0003826;spozniony;272;000129
0003827;obecny;281;000129
0003828;obecny;286;000129
0003829;spozniony;327;000129
0003830;spozniony;352;000129
0003831;spozniony;371;000129
0003832;spozniony;401;000129
0003833;obecny;410;000129
0003834;nieobecny;414;000129
0003835;spozniony;455;000129
0003836;spozniony;459;000129
0003837;spozniony;468;000129
0003838;spozniony;042;000130
0003839;obecny;046;000130
0003840;nieobecny;060;000130
0003841;spozniony;078;000130
0003842;nieobecny;116;000130
0003843;nieobecny;141;000130
0003844;spozniony;143;000130
0003845;nieobecny;157;000130
0003846;spozniony;160;000130
0003847;obecny;186;000130
0003848;nieobecny;188;000130
0003849;spozniony;197;000130
0003850;spozniony;206;000130
0003851;obecny;211;000130
0003852;nieobecny;213;000130
0003853;nieobecny;241;000130
0003854;spozniony;255;000130
0003855;nieobecny;259;000130
0003856;nieobecny;264;000130
0003857;spozniony;270;000130
0003858;obecny;284;000130
0003859;spozniony;287;000130
0003860;spozniony;293;000130
0003861;spozniony;311;000130
0003862;spozniony;324;000130
0003863;nieobecny;329;000130
0003864;obecny;394;000130
0003865;obecny;398;000130
0003866;nieobecny;399;000130
0003867;obecny;427;000130
0003868;obecny;433;000130
0003869;nieobecny;454;000130
0003870;spozniony;462;000130
0003871;nieobecny;039;000131
0003872;nieobecny;040;000131
0003873;spozniony;054;000131
0003874;spozniony;055;000131
0003875;obecny;067;000131
0003876;obecny;083;000131
0003877;obecny;101;000131
0003878;nieobecny;106;000131
0003879;obecny;145;000131
0003880;spozniony;155;000131
0003881;obecny;156;000131
0003882;spozniony;200;000131
0003883;nieobecny;207;000131
0003884;nieobecny;256;000131
0003885;spozniony;267;000131
0003886;spozniony;288;000131
0003887;obecny;295;000131
0003888;obecny;364;000131
0003889;obecny;382;000131
0003890;obecny;392;000131
0003891;nieobecny;429;000131
0003892;spozniony;430;000131
0003893;nieobecny;448;000131
0003894;obecny;475;000131
0003895;nieobecny;019;000132
0003896;spozniony;035;000132
0003897;nieobecny;053;000132
0003898;obecny;100;000132
0003899;nieobecny;114;000132
0003900;spozniony;132;000132
0003901;spozniony;151;000132
0003902;spozniony;163;000132
0003903;spozniony;187;000132
0003904;spozniony;203;000132
0003905;nieobecny;215;000132
0003906;obecny;217;000132
0003907;nieobecny;226;000132
0003908;obecny;239;000132
0003909;nieobecny;249;000132
0003910;nieobecny;262;000132
0003911;obecny;265;000132
0003912;obecny;279;000132
0003913;nieobecny;299;000132
0003914;nieobecny;308;000132
0003915;nieobecny;315;000132
0003916;spozniony;325;000132
0003917;nieobecny;332;000132
0003918;nieobecny;333;000132
0003919;nieobecny;337;000132
0003920;nieobecny;348;000132
0003921;nieobecny;378;000132
0003922;nieobecny;388;000132
0003923;obecny;393;000132
0003924;obecny;400;000132
0003925;nieobecny;404;000132
0003926;spozniony;407;000132
0003927;spozniony;442;000132
0003928;obecny;463;000132
0003929;nieobecny;476;000132
0003930;spozniony;006;000133
0003931;nieobecny;015;000133
0003932;nieobecny;016;000133
0003933;spozniony;024;000133
0003934;obecny;031;000133
0003935;obecny;049;000133
0003936;obecny;068;000133
0003937;obecny;088;000133
0003938;nieobecny;089;000133
0003939;spozniony;110;000133
0003940;nieobecny;142;000133
0003941;spozniony;165;000133
0003942;obecny;174;000133
0003943;nieobecny;178;000133
0003944;spozniony;201;000133
0003945;obecny;223;000133
0003946;nieobecny;235;000133
0003947;nieobecny;237;000133
0003948;nieobecny;253;000133
0003949;nieobecny;272;000133
0003950;nieobecny;281;000133
0003951;obecny;286;000133
0003952;obecny;327;000133
0003953;nieobecny;352;000133
0003954;nieobecny;371;000133
0003955;spozniony;401;000133
0003956;obecny;410;000133
0003957;obecny;414;000133
0003958;spozniony;455;000133
0003959;obecny;459;000133
0003960;obecny;468;000133
0003961;nieobecny;002;000134
0003962;spozniony;008;000134
0003963;nieobecny;018;000134
0003964;obecny;022;000134
0003965;nieobecny;034;000134
0003966;nieobecny;044;000134
0003967;spozniony;050;000134
0003968;obecny;069;000134
0003969;spozniony;081;000134
0003970;nieobecny;113;000134
0003971;obecny;118;000134
0003972;nieobecny;125;000134
0003973;spozniony;126;000134
0003974;nieobecny;128;000134
0003975;spozniony;131;000134
0003976;nieobecny;133;000134
0003977;obecny;189;000134
0003978;nieobecny;204;000134
0003979;obecny;224;000134
0003980;spozniony;227;000134
0003981;spozniony;257;000134
0003982;spozniony;260;000134
0003983;spozniony;298;000134
0003984;obecny;310;000134
0003985;obecny;321;000134
0003986;spozniony;380;000134
0003987;spozniony;385;000134
0003988;nieobecny;396;000134
0003989;nieobecny;419;000134
0003990;nieobecny;423;000134
0003991;spozniony;464;000134
0003992;nieobecny;477;000134
0003993;nieobecny;003;000135
0003994;spozniony;007;000135
0003995;spozniony;021;000135
0003996;nieobecny;028;000135
