ID;stopien;waga;opis;data;uczen;nauczyciel;przedmiot
001103;dop;9;Brak_opisu;2020-04-10 00:00:00;121;022;historia
001104;db;4;Brak_opisu;2020-03-14 00:00:00;277;079;j.niemiecki
001105;db;7;Brak_opisu;2020-04-18 00:00:00;91;095;fizyka
001106;brak;7;Brak_opisu;2020-12-01 00:00:00;291;032;historia
001107;bdb;8;Brak_opisu;2020-07-12 00:00:00;30;001;matematyka
001108;cel;9;Brak_opisu;2020-06-19 00:00:00;351;099;j.polski
001109;brak;5;Brak_opisu;2020-08-14 00:00:00;318;066;j.angielski
001110;ndst;2;Brak_opisu;2020-10-13 00:00:00;420;053;fizyka
001111;dst;1;Brak_opisu;2020-06-19 00:00:00;359;066;j.angielski
001112;dop;1;Brak_opisu;2020-01-25 00:00:00;458;098;historia
001113;cel;9;Brak_opisu;2020-09-16 00:00:00;337;006;historia
001114;db;3;Brak_opisu;2020-07-21 00:00:00;351;002;biologia
001115;db;9;Brak_opisu;2020-12-21 00:00:00;298;036;chemia
001116;db;9;Brak_opisu;2020-04-19 00:00:00;155;052;j.niemiecki
001117;db;5;Brak_opisu;2020-01-05 00:00:00;248;068;geografia
001118;cel;0;Brak_opisu;2020-10-16 00:00:00;188;016;matematyka
001119;bdb;8;Brak_opisu;2020-03-28 00:00:00;381;038;WOS
001120;bdb;4;Brak_opisu;2020-01-17 00:00:00;446;083;geografia
001121;dst;6;Brak_opisu;2020-09-26 00:00:00;336;098;historia
001122;brak;5;Brak_opisu;2020-04-04 00:00:00;480;014;wf
001123;dst;2;Brak_opisu;2020-02-03 00:00:00;372;097;historia
001124;cel;8;Brak_opisu;2020-08-20 00:00:00;107;083;geografia
001125;cel;5;Brak_opisu;2020-10-06 00:00:00;134;094;wf
001126;db;1;Brak_opisu;2020-04-17 00:00:00;387;082;j.niemiecki
001127;brak;9;Brak_opisu;2020-09-10 00:00:00;412;017;historia
001128;db;5;Brak_opisu;2020-08-03 00:00:00;185;018;fizyka
001129;db;3;Brak_opisu;2020-10-16 00:00:00;8;053;fizyka
001130;dop;3;Brak_opisu;2020-04-25 00:00:00;168;022;historia
001131;dst;3;Brak_opisu;2020-10-13 00:00:00;224;043;geografia
001132;dst;3;Brak_opisu;2020-04-18 00:00:00;88;054;biologia
001133;dop;3;Brak_opisu;2020-08-02 00:00:00;187;066;j.angielski
001134;dst;2;Brak_opisu;2020-12-16 00:00:00;398;052;j.niemiecki
001135;db;9;Brak_opisu;2020-03-25 00:00:00;125;071;WOS
001136;cel;5;Brak_opisu;2020-05-10 00:00:00;228;037;j.polski
001137;cel;7;Brak_opisu;2020-04-10 00:00:00;443;022;historia
001138;cel;9;Brak_opisu;2020-11-19 00:00:00;378;092;WOS
001139;ndst;3;Brak_opisu;2020-06-01 00:00:00;201;053;fizyka
001140;ndst;8;Brak_opisu;2020-04-27 00:00:00;142;067;fizyka
001141;db;9;Brak_opisu;2020-07-12 00:00:00;163;015;j.polski
001142;brak;6;Brak_opisu;2020-05-27 00:00:00;390;006;historia
001143;cel;2;Brak_opisu;2020-08-28 00:00:00;389;082;j.niemiecki
001144;db;9;Brak_opisu;2020-11-10 00:00:00;215;032;historia
001145;cel;8;Brak_opisu;2020-12-10 00:00:00;135;021;geografia
001146;brak;0;Brak_opisu;2020-11-17 00:00:00;181;058;geografia
001147;dst;2;Brak_opisu;2020-03-23 00:00:00;6;059;fizyka
001148;db;7;Brak_opisu;2020-11-06 00:00:00;435;079;j.niemiecki
001149;ndst;2;Brak_opisu;2020-02-04 00:00:00;278;051;chemia
001150;db;7;Brak_opisu;2020-11-25 00:00:00;402;004;historia
001151;bdb;8;Brak_opisu;2020-05-04 00:00:00;372;053;fizyka
001152;db;8;Brak_opisu;2020-07-20 00:00:00;22;058;geografia
001153;dst;9;Brak_opisu;2020-10-09 00:00:00;346;090;matematyka
001154;dst;5;Brak_opisu;2020-10-07 00:00:00;60;046;j.niemiecki
001155;ndst;1;Brak_opisu;2020-07-14 00:00:00;395;043;geografia
001156;bdb;7;Brak_opisu;2020-02-23 00:00:00;193;084;WOS
001157;bdb;2;Brak_opisu;2020-01-27 00:00:00;24;006;historia
001158;dst;8;Brak_opisu;2020-10-27 00:00:00;358;075;j.polski
001159;ndst;0;Brak_opisu;2020-01-28 00:00:00;124;038;WOS
001160;dst;9;Brak_opisu;2020-10-24 00:00:00;431;036;chemia
001161;dop;1;Brak_opisu;2020-07-03 00:00:00;104;034;j.niemiecki
001162;brak;2;Brak_opisu;2020-01-24 00:00:00;377;045;j.angielski
001163;cel;0;Brak_opisu;2020-11-24 00:00:00;219;039;fizyka
001164;dst;3;Brak_opisu;2020-10-05 00:00:00;138;033;j.niemiecki
001165;brak;4;Brak_opisu;2020-01-21 00:00:00;300;082;j.niemiecki
001166;dop;7;Brak_opisu;2020-03-23 00:00:00;292;017;historia
001167;dop;5;Brak_opisu;2020-05-28 00:00:00;49;096;biologia
001168;db;7;Brak_opisu;2020-12-07 00:00:00;277;034;j.niemiecki
001169;brak;1;Brak_opisu;2020-03-10 00:00:00;355;025;wf
001170;dop;5;Brak_opisu;2020-08-11 00:00:00;479;047;geografia
001171;db;6;Brak_opisu;2020-07-27 00:00:00;306;061;j.angielski
001172;ndst;5;Brak_opisu;2020-11-01 00:00:00;211;071;WOS
001173;brak;2;Brak_opisu;2020-12-04 00:00:00;311;056;j.polski
001174;dop;2;Brak_opisu;2020-08-24 00:00:00;262;062;matematyka
001175;ndst;7;Brak_opisu;2020-09-10 00:00:00;334;093;j.angielski
001176;cel;3;Brak_opisu;2020-03-06 00:00:00;319;079;j.niemiecki
001177;dst;6;Brak_opisu;2020-02-23 00:00:00;75;079;j.niemiecki
001178;db;2;Brak_opisu;2020-07-02 00:00:00;330;081;chemia
001179;ndst;1;Brak_opisu;2020-07-25 00:00:00;479;017;historia
001180;dop;6;Brak_opisu;2020-12-16 00:00:00;313;043;geografia
001181;cel;3;Brak_opisu;2020-11-14 00:00:00;219;031;chemia
001182;cel;2;Brak_opisu;2020-01-26 00:00:00;473;005;j.niemiecki
001183;db;0;Brak_opisu;2020-06-26 00:00:00;38;050;chemia
001184;dst;9;Brak_opisu;2020-01-03 00:00:00;235;006;historia
001185;bdb;0;Brak_opisu;2020-01-03 00:00:00;136;055;biologia
001186;brak;0;Brak_opisu;2020-10-28 00:00:00;104;024;j.polski
001187;db;5;Brak_opisu;2020-11-07 00:00:00;436;043;geografia
001188;db;5;Brak_opisu;2020-07-19 00:00:00;264;004;historia
001189;db;5;Brak_opisu;2020-09-08 00:00:00;420;084;WOS
001190;dst;4;Brak_opisu;2020-03-21 00:00:00;321;092;WOS
001191;bdb;8;Brak_opisu;2020-04-15 00:00:00;407;096;biologia
001192;dop;9;Brak_opisu;2020-11-18 00:00:00;23;042;matematyka
001193;brak;0;Brak_opisu;2020-09-06 00:00:00;45;077;j.polski
001194;dop;3;Brak_opisu;2020-03-01 00:00:00;474;052;j.niemiecki
001195;bdb;3;Brak_opisu;2020-03-02 00:00:00;460;035;geografia
001196;bdb;0;Brak_opisu;2020-02-23 00:00:00;111;081;chemia
001197;dop;2;Brak_opisu;2020-08-19 00:00:00;285;003;j.angielski
001198;ndst;0;Brak_opisu;2020-03-12 00:00:00;330;077;j.polski
001199;bdb;8;Brak_opisu;2020-03-21 00:00:00;450;015;j.polski
001200;cel;0;Brak_opisu;2020-07-27 00:00:00;237;010;biologia
001201;bdb;8;Brak_opisu;2020-08-22 00:00:00;314;006;historia
001202;db;0;Brak_opisu;2020-04-04 00:00:00;34;066;j.angielski
001203;ndst;5;Brak_opisu;2020-11-18 00:00:00;28;003;j.angielski
001204;bdb;6;Brak_opisu;2020-09-21 00:00:00;196;059;fizyka
001205;bdb;2;Brak_opisu;2020-08-05 00:00:00;37;092;WOS
001206;brak;8;Brak_opisu;2020-01-07 00:00:00;54;007;wf
001207;bdb;7;Brak_opisu;2020-11-03 00:00:00;20;029;WOS
001208;dop;7;Brak_opisu;2020-03-27 00:00:00;15;025;wf
001209;db;1;Brak_opisu;2020-03-11 00:00:00;412;027;matematyka
001210;db;6;Brak_opisu;2020-05-20 00:00:00;162;067;fizyka
001211;dst;3;Brak_opisu;2020-10-16 00:00:00;155;031;chemia
001212;dst;8;Brak_opisu;2020-01-15 00:00:00;229;091;chemia
001213;db;8;Brak_opisu;2020-06-02 00:00:00;293;068;geografia
001214;brak;6;Brak_opisu;2020-12-14 00:00:00;260;094;wf
001215;dst;6;Brak_opisu;2020-03-15 00:00:00;386;072;geografia
001216;cel;0;Brak_opisu;2020-09-27 00:00:00;230;047;geografia
001217;cel;4;Brak_opisu;2020-09-01 00:00:00;231;050;chemia
001218;cel;6;Brak_opisu;2020-12-02 00:00:00;250;080;j.angielski
001219;dst;0;Brak_opisu;2020-01-13 00:00:00;286;069;matematyka
001220;brak;7;Brak_opisu;2020-06-20 00:00:00;80;021;geografia
001221;cel;1;Brak_opisu;2020-02-15 00:00:00;252;045;j.angielski
001222;cel;8;Brak_opisu;2020-04-09 00:00:00;65;056;j.polski
001223;brak;8;Brak_opisu;2020-03-01 00:00:00;345;079;j.niemiecki
001224;dop;4;Brak_opisu;2020-11-16 00:00:00;148;080;j.angielski
001225;dop;4;Brak_opisu;2020-09-27 00:00:00;346;086;WOS
001226;bdb;5;Brak_opisu;2020-11-11 00:00:00;58;064;j.polski
001227;bdb;1;Brak_opisu;2020-09-12 00:00:00;17;018;fizyka
001228;dst;4;Brak_opisu;2020-12-26 00:00:00;294;097;historia
001229;dop;9;Brak_opisu;2020-05-09 00:00:00;405;057;historia
001230;dop;7;Brak_opisu;2020-06-01 00:00:00;26;030;j.polski
001231;bdb;0;Brak_opisu;2020-03-19 00:00:00;282;034;j.niemiecki
001232;dst;1;Brak_opisu;2020-06-06 00:00:00;119;008;geografia
001233;cel;2;Brak_opisu;2020-01-20 00:00:00;248;085;wf
001234;ndst;2;Brak_opisu;2020-10-01 00:00:00;62;062;matematyka
001235;db;1;Brak_opisu;2020-01-22 00:00:00;25;015;j.polski
001236;cel;4;Brak_opisu;2020-01-22 00:00:00;396;013;fizyka
001237;dop;1;Brak_opisu;2020-04-25 00:00:00;286;028;j.niemiecki
001238;bdb;9;Brak_opisu;2020-02-21 00:00:00;220;077;j.polski
001239;dst;0;Brak_opisu;2020-09-17 00:00:00;385;006;historia
001240;bdb;0;Brak_opisu;2020-05-01 00:00:00;273;083;geografia
001241;ndst;3;Brak_opisu;2020-06-10 00:00:00;203;005;j.niemiecki
001242;cel;2;Brak_opisu;2020-06-22 00:00:00;177;043;geografia
001243;brak;2;Brak_opisu;2020-03-20 00:00:00;150;051;chemia
001244;bdb;5;Brak_opisu;2020-11-25 00:00:00;344;072;geografia
001245;ndst;5;Brak_opisu;2020-02-03 00:00:00;470;021;geografia
001246;cel;7;Brak_opisu;2020-10-13 00:00:00;246;055;biologia
001247;db;1;Brak_opisu;2020-08-23 00:00:00;87;071;WOS
001248;brak;9;Brak_opisu;2020-04-20 00:00:00;397;063;j.niemiecki
001249;db;3;Brak_opisu;2020-07-21 00:00:00;257;083;geografia
001250;ndst;0;Brak_opisu;2020-04-01 00:00:00;465;090;matematyka
001251;dop;5;Brak_opisu;2020-08-03 00:00:00;270;090;matematyka
001252;ndst;6;Brak_opisu;2020-01-10 00:00:00;337;006;historia
001253;cel;5;Brak_opisu;2020-03-09 00:00:00;211;021;geografia
001254;ndst;6;Brak_opisu;2020-01-10 00:00:00;68;017;historia
001255;bdb;4;Brak_opisu;2020-09-18 00:00:00;28;098;historia
001256;brak;2;Brak_opisu;2020-06-02 00:00:00;140;049;chemia
001257;dop;4;Brak_opisu;2020-05-07 00:00:00;172;038;WOS
001258;bdb;3;Brak_opisu;2020-10-15 00:00:00;108;080;j.angielski
001259;bdb;5;Brak_opisu;2020-07-16 00:00:00;149;021;geografia
001260;cel;0;Brak_opisu;2020-08-26 00:00:00;29;014;wf
001261;dop;4;Brak_opisu;2020-02-17 00:00:00;53;074;j.niemiecki
001262;ndst;2;Brak_opisu;2020-04-27 00:00:00;472;058;geografia
001263;db;7;Brak_opisu;2020-11-13 00:00:00;258;051;chemia
001264;brak;8;Brak_opisu;2020-10-02 00:00:00;319;042;matematyka
001265;cel;4;Brak_opisu;2020-09-08 00:00:00;399;076;historia
001266;brak;7;Brak_opisu;2020-09-23 00:00:00;313;038;WOS
001267;ndst;5;Brak_opisu;2020-11-17 00:00:00;171;032;historia
001268;brak;7;Brak_opisu;2020-03-14 00:00:00;50;077;j.polski
001269;cel;0;Brak_opisu;2020-06-02 00:00:00;400;061;j.angielski
001270;ndst;2;Brak_opisu;2020-11-18 00:00:00;290;083;geografia
001271;cel;5;Brak_opisu;2020-10-03 00:00:00;132;065;biologia
001272;bdb;5;Brak_opisu;2020-09-23 00:00:00;269;085;wf
001273;cel;1;Brak_opisu;2020-07-24 00:00:00;97;080;j.angielski
001274;dst;2;Brak_opisu;2020-04-06 00:00:00;192;012;geografia
001275;bdb;1;Brak_opisu;2020-05-24 00:00:00;47;083;geografia
001276;db;3;Brak_opisu;2020-07-13 00:00:00;270;034;j.niemiecki
001277;bdb;0;Brak_opisu;2020-11-23 00:00:00;165;019;j.angielski
001278;db;3;Brak_opisu;2020-09-17 00:00:00;250;070;wf
001279;ndst;8;Brak_opisu;2020-08-20 00:00:00;116;087;j.angielski
001280;brak;0;Brak_opisu;2020-07-10 00:00:00;232;088;biologia
001281;brak;6;Brak_opisu;2020-10-14 00:00:00;365;078;geografia
001282;cel;4;Brak_opisu;2020-07-27 00:00:00;325;047;geografia
001283;bdb;2;Brak_opisu;2020-10-27 00:00:00;383;016;matematyka
001284;dop;9;Brak_opisu;2020-09-27 00:00:00;269;041;fizyka
001285;brak;8;Brak_opisu;2020-08-06 00:00:00;308;099;j.polski
001286;cel;7;Brak_opisu;2020-06-10 00:00:00;13;091;chemia
001287;dst;4;Brak_opisu;2020-01-08 00:00:00;74;028;j.niemiecki
001288;brak;2;Brak_opisu;2020-02-02 00:00:00;271;035;geografia
001289;dop;4;Brak_opisu;2020-04-07 00:00:00;202;051;chemia
001290;bdb;8;Brak_opisu;2020-07-26 00:00:00;56;052;j.niemiecki
001291;brak;3;Brak_opisu;2020-12-15 00:00:00;101;079;j.niemiecki
001292;db;5;Brak_opisu;2020-12-01 00:00:00;55;055;biologia
001293;ndst;5;Brak_opisu;2020-05-16 00:00:00;433;065;biologia
001294;dst;1;Brak_opisu;2020-06-03 00:00:00;310;046;j.niemiecki
001295;brak;2;Brak_opisu;2020-12-21 00:00:00;478;098;historia
001296;cel;8;Brak_opisu;2020-10-02 00:00:00;430;095;fizyka
001297;brak;9;Brak_opisu;2020-07-18 00:00:00;30;068;geografia
001298;dop;7;Brak_opisu;2020-01-13 00:00:00;49;040;matematyka
001299;db;5;Brak_opisu;2020-06-12 00:00:00;257;074;j.niemiecki
001300;bdb;5;Brak_opisu;2020-12-10 00:00:00;138;010;biologia
001301;ndst;7;Brak_opisu;2020-08-27 00:00:00;185;087;j.angielski
001302;ndst;7;Brak_opisu;2020-01-14 00:00:00;262;034;j.niemiecki
001303;db;6;Brak_opisu;2020-10-14 00:00:00;234;053;fizyka
001304;dop;9;Brak_opisu;2020-07-11 00:00:00;459;084;WOS
001305;dop;9;Brak_opisu;2020-07-26 00:00:00;375;015;j.polski
001306;brak;5;Brak_opisu;2020-03-13 00:00:00;468;057;historia
001307;cel;2;Brak_opisu;2020-04-19 00:00:00;255;099;j.polski
001308;cel;4;Brak_opisu;2020-09-20 00:00:00;7;052;j.niemiecki
001309;bdb;4;Brak_opisu;2020-06-20 00:00:00;331;078;geografia
001310;ndst;0;Brak_opisu;2020-06-28 00:00:00;422;076;historia
001311;db;1;Brak_opisu;2020-06-27 00:00:00;47;018;fizyka
001312;dop;3;Brak_opisu;2020-04-19 00:00:00;446;004;historia
001313;ndst;5;Brak_opisu;2020-10-16 00:00:00;237;020;WOS
001314;dst;1;Brak_opisu;2020-06-06 00:00:00;433;001;matematyka
001315;dop;3;Brak_opisu;2020-09-11 00:00:00;271;088;biologia
001316;dop;7;Brak_opisu;2020-08-16 00:00:00;300;072;geografia
001317;brak;0;Brak_opisu;2020-04-10 00:00:00;279;063;j.niemiecki
001318;db;0;Brak_opisu;2020-05-05 00:00:00;48;075;j.polski
001319;dst;6;Brak_opisu;2020-06-16 00:00:00;283;052;j.niemiecki
001320;dop;9;Brak_opisu;2020-02-12 00:00:00;370;021;geografia
001321;dst;7;Brak_opisu;2020-12-21 00:00:00;92;001;matematyka
001322;cel;0;Brak_opisu;2020-09-23 00:00:00;279;002;biologia
001323;cel;4;Brak_opisu;2020-03-09 00:00:00;209;081;chemia
001324;ndst;1;Brak_opisu;2020-10-24 00:00:00;151;002;biologia
001325;ndst;0;Brak_opisu;2020-10-12 00:00:00;333;070;wf
001326;bdb;6;Brak_opisu;2020-11-04 00:00:00;216;099;j.polski
001327;db;8;Brak_opisu;2020-01-22 00:00:00;290;096;biologia
001328;ndst;9;Brak_opisu;2020-02-25 00:00:00;443;010;biologia
001329;dop;8;Brak_opisu;2020-01-06 00:00:00;288;055;biologia
001330;cel;2;Brak_opisu;2020-06-06 00:00:00;298;087;j.angielski
001331;db;9;Brak_opisu;2020-04-21 00:00:00;151;031;chemia
001332;dop;3;Brak_opisu;2020-07-03 00:00:00;292;019;j.angielski
001333;cel;1;Brak_opisu;2020-01-03 00:00:00;305;058;geografia
001334;db;6;Brak_opisu;2020-09-25 00:00:00;135;045;j.angielski
001335;ndst;3;Brak_opisu;2020-12-08 00:00:00;457;097;historia
001336;bdb;7;Brak_opisu;2020-08-23 00:00:00;51;098;historia
001337;dst;3;Brak_opisu;2020-01-08 00:00:00;349;096;biologia
001338;ndst;3;Brak_opisu;2020-05-24 00:00:00;302;016;matematyka
001339;dst;3;Brak_opisu;2020-04-06 00:00:00;360;087;j.angielski
001340;dst;5;Brak_opisu;2020-08-05 00:00:00;86;020;WOS
001341;brak;7;Brak_opisu;2020-12-14 00:00:00;291;069;matematyka
001342;bdb;1;Brak_opisu;2020-02-05 00:00:00;453;074;j.niemiecki
001343;brak;1;Brak_opisu;2020-03-04 00:00:00;348;071;WOS
001344;db;4;Brak_opisu;2020-01-16 00:00:00;357;025;wf
001345;dst;7;Brak_opisu;2020-08-11 00:00:00;66;046;j.niemiecki
001346;db;0;Brak_opisu;2020-11-15 00:00:00;472;001;matematyka
001347;db;8;Brak_opisu;2020-12-11 00:00:00;298;027;matematyka
001348;dop;2;Brak_opisu;2020-02-12 00:00:00;23;058;geografia
001349;db;9;Brak_opisu;2020-07-16 00:00:00;389;094;wf
001350;brak;7;Brak_opisu;2020-09-15 00:00:00;56;061;j.angielski
001351;db;8;Brak_opisu;2020-07-23 00:00:00;470;084;WOS
001352;bdb;4;Brak_opisu;2020-01-26 00:00:00;45;096;biologia
001353;bdb;7;Brak_opisu;2020-04-18 00:00:00;469;004;historia
001354;brak;0;Brak_opisu;2020-05-24 00:00:00;135;067;fizyka
001355;dop;4;Brak_opisu;2020-03-03 00:00:00;258;061;j.angielski
001356;brak;6;Brak_opisu;2020-09-18 00:00:00;187;058;geografia
001357;ndst;2;Brak_opisu;2020-12-18 00:00:00;195;075;j.polski
001358;db;9;Brak_opisu;2020-03-02 00:00:00;61;031;chemia
001359;dop;3;Brak_opisu;2020-11-07 00:00:00;430;080;j.angielski
001360;dop;9;Brak_opisu;2020-05-25 00:00:00;414;054;biologia
001361;dop;5;Brak_opisu;2020-09-21 00:00:00;208;053;fizyka
001362;ndst;5;Brak_opisu;2020-08-23 00:00:00;74;014;wf
001363;cel;7;Brak_opisu;2020-10-01 00:00:00;233;085;wf
001364;dop;3;Brak_opisu;2020-10-04 00:00:00;57;029;WOS
001365;dst;7;Brak_opisu;2020-12-15 00:00:00;439;080;j.angielski
001366;db;9;Brak_opisu;2020-01-11 00:00:00;269;090;matematyka
001367;cel;4;Brak_opisu;2020-04-03 00:00:00;181;008;geografia
001368;brak;0;Brak_opisu;2020-10-05 00:00:00;309;021;geografia
001369;bdb;2;Brak_opisu;2020-03-27 00:00:00;211;087;j.angielski
001370;cel;3;Brak_opisu;2020-01-22 00:00:00;436;086;WOS
001371;brak;7;Brak_opisu;2020-05-03 00:00:00;115;016;matematyka
001372;dst;5;Brak_opisu;2020-06-22 00:00:00;3;030;j.polski
001373;dst;5;Brak_opisu;2020-11-14 00:00:00;142;065;biologia
001374;cel;2;Brak_opisu;2020-02-01 00:00:00;286;088;biologia
001375;cel;0;Brak_opisu;2020-04-05 00:00:00;465;075;j.polski
001376;ndst;3;Brak_opisu;2020-04-17 00:00:00;18;049;chemia
001377;cel;7;Brak_opisu;2020-12-08 00:00:00;38;045;j.angielski
001378;dop;4;Brak_opisu;2020-07-12 00:00:00;210;012;geografia
001379;bdb;3;Brak_opisu;2020-09-12 00:00:00;474;006;historia
001380;dst;1;Brak_opisu;2020-10-15 00:00:00;263;043;geografia
001381;ndst;4;Brak_opisu;2020-12-26 00:00:00;230;059;fizyka
001382;dst;4;Brak_opisu;2020-10-19 00:00:00;149;034;j.niemiecki
001383;dst;6;Brak_opisu;2020-10-22 00:00:00;292;069;matematyka
001384;dop;9;Brak_opisu;2020-02-21 00:00:00;366;011;wf
001385;ndst;9;Brak_opisu;2020-09-04 00:00:00;366;068;geografia
001386;cel;8;Brak_opisu;2020-05-22 00:00:00;390;001;matematyka
001387;cel;0;Brak_opisu;2020-10-16 00:00:00;378;031;chemia
001388;brak;3;Brak_opisu;2020-11-21 00:00:00;133;098;historia
001389;db;0;Brak_opisu;2020-03-06 00:00:00;86;046;j.niemiecki
001390;bdb;7;Brak_opisu;2020-01-02 00:00:00;260;081;chemia
001391;cel;1;Brak_opisu;2020-10-17 00:00:00;163;069;matematyka
001392;dst;5;Brak_opisu;2020-10-04 00:00:00;142;036;chemia
001393;dop;6;Brak_opisu;2020-02-22 00:00:00;301;100;WOS
001394;brak;8;Brak_opisu;2020-10-27 00:00:00;363;008;geografia
001395;dst;2;Brak_opisu;2020-05-23 00:00:00;72;088;biologia
001396;dst;1;Brak_opisu;2020-11-17 00:00:00;267;066;j.angielski
001397;dop;6;Brak_opisu;2020-04-23 00:00:00;429;026;chemia
001398;ndst;8;Brak_opisu;2020-05-26 00:00:00;31;010;biologia
001399;ndst;2;Brak_opisu;2020-12-11 00:00:00;149;037;j.polski
001400;db;5;Brak_opisu;2020-07-07 00:00:00;383;018;fizyka
001401;db;4;Brak_opisu;2020-09-03 00:00:00;96;078;geografia
001402;db;4;Brak_opisu;2020-07-01 00:00:00;283;075;j.polski
001403;ndst;4;Brak_opisu;2020-11-03 00:00:00;35;028;j.niemiecki
001404;brak;2;Brak_opisu;2020-10-20 00:00:00;7;001;matematyka
001405;dop;4;Brak_opisu;2020-06-05 00:00:00;351;093;j.angielski
001406;dop;2;Brak_opisu;2020-04-06 00:00:00;241;088;biologia
001407;cel;3;Brak_opisu;2020-01-16 00:00:00;320;062;matematyka
001408;dop;5;Brak_opisu;2020-12-03 00:00:00;78;066;j.angielski
001409;dst;5;Brak_opisu;2020-10-01 00:00:00;206;076;historia
001410;brak;2;Brak_opisu;2020-09-03 00:00:00;182;078;geografia
001411;dop;9;Brak_opisu;2020-04-10 00:00:00;364;093;j.angielski
001412;dop;0;Brak_opisu;2020-03-23 00:00:00;362;050;chemia
001413;dst;6;Brak_opisu;2020-12-11 00:00:00;39;097;historia
001414;dst;8;Brak_opisu;2020-09-13 00:00:00;90;081;chemia
001415;dst;6;Brak_opisu;2020-11-06 00:00:00;180;075;j.polski
001416;dst;6;Brak_opisu;2020-06-06 00:00:00;458;017;historia
001417;ndst;5;Brak_opisu;2020-03-15 00:00:00;210;055;biologia
001418;dst;9;Brak_opisu;2020-04-28 00:00:00;365;071;WOS
001419;brak;7;Brak_opisu;2020-12-27 00:00:00;393;001;matematyka
001420;cel;6;Brak_opisu;2020-08-24 00:00:00;129;100;WOS
001421;dop;9;Brak_opisu;2020-01-17 00:00:00;77;079;j.niemiecki
001422;cel;3;Brak_opisu;2020-05-10 00:00:00;421;054;biologia
001423;ndst;2;Brak_opisu;2020-04-20 00:00:00;302;093;j.angielski
001424;cel;7;Brak_opisu;2020-08-18 00:00:00;338;056;j.polski
001425;bdb;5;Brak_opisu;2020-09-05 00:00:00;89;092;WOS
001426;dst;8;Brak_opisu;2020-09-19 00:00:00;321;096;biologia
001427;dst;1;Brak_opisu;2020-03-19 00:00:00;349;022;historia
001428;cel;2;Brak_opisu;2020-02-13 00:00:00;23;095;fizyka
001429;db;7;Brak_opisu;2020-03-20 00:00:00;307;056;j.polski
001430;dop;0;Brak_opisu;2020-07-02 00:00:00;338;083;geografia
001431;ndst;7;Brak_opisu;2020-09-08 00:00:00;222;014;wf
001432;ndst;2;Brak_opisu;2020-07-12 00:00:00;476;026;chemia
001433;ndst;8;Brak_opisu;2020-08-06 00:00:00;166;039;fizyka
001434;ndst;6;Brak_opisu;2020-10-06 00:00:00;239;056;j.polski
001435;dst;8;Brak_opisu;2020-06-14 00:00:00;382;060;j.angielski
001436;bdb;0;Brak_opisu;2020-01-13 00:00:00;368;008;geografia
001437;dst;0;Brak_opisu;2020-07-12 00:00:00;118;085;wf
001438;dop;9;Brak_opisu;2020-02-18 00:00:00;26;079;j.niemiecki
001439;ndst;3;Brak_opisu;2020-03-13 00:00:00;450;035;geografia
001440;dop;5;Brak_opisu;2020-02-27 00:00:00;49;050;chemia
001441;dst;5;Brak_opisu;2020-02-01 00:00:00;384;076;historia
001442;brak;8;Brak_opisu;2020-04-16 00:00:00;127;020;WOS
001443;cel;2;Brak_opisu;2020-12-01 00:00:00;348;029;WOS
001444;dop;3;Brak_opisu;2020-11-26 00:00:00;249;014;wf
001445;db;3;Brak_opisu;2020-03-10 00:00:00;202;067;fizyka
001446;dst;0;Brak_opisu;2020-05-10 00:00:00;396;059;fizyka
001447;dop;5;Brak_opisu;2020-06-16 00:00:00;385;052;j.niemiecki
001448;dst;9;Brak_opisu;2020-05-15 00:00:00;128;070;wf
001449;dst;1;Brak_opisu;2020-01-02 00:00:00;232;008;geografia
001450;ndst;5;Brak_opisu;2020-07-13 00:00:00;415;076;historia
001451;brak;9;Brak_opisu;2020-02-11 00:00:00;163;036;chemia
001452;cel;3;Brak_opisu;2020-10-21 00:00:00;227;002;biologia
001453;cel;6;Brak_opisu;2020-04-06 00:00:00;316;030;j.polski
001454;cel;4;Brak_opisu;2020-01-21 00:00:00;285;047;geografia
001455;db;9;Brak_opisu;2020-09-15 00:00:00;28;098;historia
001456;dst;7;Brak_opisu;2020-10-24 00:00:00;102;053;fizyka
001457;dst;5;Brak_opisu;2020-03-14 00:00:00;461;080;j.angielski
001458;cel;1;Brak_opisu;2020-05-25 00:00:00;347;037;j.polski
001459;cel;3;Brak_opisu;2020-09-18 00:00:00;240;082;j.niemiecki
001460;db;1;Brak_opisu;2020-04-03 00:00:00;307;039;fizyka
001461;cel;4;Brak_opisu;2020-11-09 00:00:00;145;084;WOS
001462;dst;0;Brak_opisu;2020-11-03 00:00:00;54;055;biologia
001463;dop;6;Brak_opisu;2020-08-03 00:00:00;235;008;geografia
001464;bdb;9;Brak_opisu;2020-10-21 00:00:00;64;035;geografia
001465;brak;6;Brak_opisu;2020-06-04 00:00:00;86;074;j.niemiecki
001466;brak;0;Brak_opisu;2020-11-11 00:00:00;339;045;j.angielski
001467;brak;7;Brak_opisu;2020-09-10 00:00:00;449;077;j.polski
001468;brak;5;Brak_opisu;2020-10-22 00:00:00;359;097;historia
001469;cel;4;Brak_opisu;2020-07-07 00:00:00;147;091;chemia
001470;dop;1;Brak_opisu;2020-12-17 00:00:00;252;052;j.niemiecki
001471;dst;8;Brak_opisu;2020-03-19 00:00:00;433;002;biologia
